period,formal_column,mean,std,icir,ordinary_t,nw_se,nw_t,ci_low,ci_high,positive_fraction,valid_days
2024Q1,dm03_price_room_sell,-0.0003936514136958231,0.005081425602001723,-0.07746869570239348,-0.25693459664305707,0.0013201219024562563,-0.29819322970354795,-0.002981090342510085,0.0021937875151184392,0.45454545454545453,11
2024Q1,dm04_price_cap_buy,-0.00035894322333983493,0.003724004274341164,-0.09638636180226666,-0.7340566619857708,0.0005184291692849996,-0.6923669511784563,-0.0013750643951384342,0.0006571779484587643,0.5,58
2024Q1,dm04_price_cap_sell,-0.0011314351244747962,0.0038154590959992786,-0.2965397075442819,-2.2583791295364906,0.0005519610443413598,-2.049845973867426,-0.0022132787713838612,-4.959147756573097e-05,0.3275862068965517,58
2024Q1,dm05_lot_floor_buy,-0.0002820980314221987,0.0035669963632038674,-0.07908559546969063,-0.6022979510393024,0.0004940859051532776,-0.5709493601819808,-0.0012505064055226228,0.0006863103426782255,0.5,58
2024Q1,dm05_lot_floor_sell,-0.0009846213831977745,0.0034523981779291273,-0.28519925351958847,-2.1720128047669447,0.0004837431784760838,-2.0354217423790586,-0.0019327580130108987,-3.648475338465028e-05,0.3448275862068966,58
2024Q1,dm06_soft_under_buy,-0.00028415797373524895,0.0035661992070589233,-0.07968090317915712,-0.6068316794827708,0.0004928638928787373,-0.576544514298925,-0.001250171203777574,0.0006818552563070761,0.5,58
2024Q1,dm06_soft_under_sell,-0.0009828979488145236,0.003405167347256208,-0.28864894102973127,-2.1982848421303247,0.00047958294728454355,-2.049484775010893,-0.001922880525492229,-4.2915372136818246e-05,0.3620689655172414,58
2024Q1,dm07_fresh_match_buy,-0.0005815080866758716,0.0035904588457004835,-0.16195926806742766,-1.233445037993319,0.0004996257600806098,-1.1638873195450345,-0.0015607745764338668,0.0003977584030821238,0.39655172413793105,58
2024Q1,dm07_fresh_match_sell,-0.0012466731592676219,0.0036878319557409533,-0.3380504248104066,-2.574515333696964,0.0005364191840330378,-2.3240652019463193,-0.0022980547599723757,-0.00019529155856286783,0.3620689655172414,58
2024Q1,dm08_adaptive_repeat_buy,,,,,,,,,,0
2024Q1,dm08_adaptive_repeat_sell,,,,,,,,,,0
2024Q1,dm09_two_level_buy,,,,,,,,,,0
2024Q1,dm09_two_level_sell,,,,,,,,,,0
2024Q1,dm10_excess_cancel_buy,,,,,,,,,,0
2024Q1,dm10_excess_cancel_sell,,,,,,,,,,0
2024Q1,dm11_recent_buy,-6.07352077793041e-05,0.0034823133959360564,-0.017441051644054652,-0.13282709204877494,0.00045930817662307073,-0.1322319324376979,-0.0009609792339605227,0.0008395088184019145,0.5172413793103449,58
2024Q1,dm11_recent_sell,-0.0008188046999847892,0.0033521551619828016,-0.24426217177264128,-1.8602452785659918,0.00044162349320474477,-1.854078672406987,-0.001684386746666089,4.677734669651049e-05,0.3793103448275862,58
2024Q1,dm12_persistent_buy,-0.0003851550059686171,0.003641697229593988,-0.10576250074791581,-0.8054632088048888,0.0004848690022499238,-0.7943485852496103,-0.0013354982503784676,0.0005651882384412336,0.4827586206896552,58
2024Q1,dm12_persistent_sell,-0.000894768298434525,0.003610246174442881,-0.24784135352559503,-1.8875035147011359,0.0005006396576737957,-1.787250140334535,-0.0018760220274751647,8.648543060611454e-05,0.39655172413793105,58
